Intropic_topleft,Intropic_bottomleft,Intropic_topright,Intropic_bottomright,Step1_topleft,Step1_bottomleft,Step1_topright,Step1_bottomright,Step2_topleft,Step2_bottomleft,Step2_topright,Step2_bottomright,Step3_topleft,Step3_bottomleft,Step3_topright,Step3_bottomright,Step4_topleft,Step4_bottomleft,Step4_bottomleft,Step4_bottomright,Step5_topleft,Step5_bottomleft,Step5_topright,Step5_bottomright,Step6_topleft,Step6_bottomleft,Step6_topright,Step6_bottomright,Step1_audio,Step2_audio,Step3_audio,Step4_audio,Step5_audio,Step6_audio,Test_sentence,ItemNumber,Group,Subgroup
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3peaches.png,Ben_3peaches.png,Cindy.png,Dave.png,Anna_3peaches.png,Ben_3peaches.png,Cindy_3peanuts.png,Dave_3peanuts.png,Anna_3peaches.png,Ben.png,Cindy_3peanuts.png,Dave_3peanuts.png,Anna_1peach.png,Ben.png,Cindy_3peanuts.png,Dave_3peanuts.png,Anna_1peach.png,Ben.png,Cindy.png,Dave_3peanuts.png,Anna_1peach.png,Ben.png,Cindy.png,Dave_1peanut.png,A9_1.mp3,A9_2.mp3,A9_3.mp3,A9_4.mp3,A9_S5.mp3,A9_S6.mp3,two_peanuts.mp3,9,A,2
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3peaches.png,Ben_3peaches.png,Cindy.png,Dave.png,Anna_3peaches.png,Ben_3peaches.png,Cindy_3peanuts.png,Dave_3peanuts.png,Anna.png,Ben_3peaches.png,Cindy_3peanuts.png,Dave_3peanuts.png,Anna.png,Ben_1peach.png,Cindy_3peanuts.png,Dave_3peanuts.png,Anna.png,Ben_1peach.png,Cindy_3peanuts.png,Dave.png,Anna.png,Ben_1peach.png,Cindy_1peanut.png,Dave.png,B9_1.mp3,B9_2.mp3,B9_3.mp3,B9_4.mp3,B9_S5.mp3,B9_S6.mp3,all_peanuts.mp3,9,B,1
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3peaches.png,Ben_3peaches.png,Cindy.png,Dave.png,Anna_3peaches.png,Ben_3peaches.png,Cindy_3peanuts.png,Dave_3peanuts.png,Anna.png,Ben_3peaches.png,Cindy_3peanuts.png,Dave_3peanuts.png,Anna.png,Ben_1peach.png,Cindy_3peanuts.png,Dave_3peanuts.png,Anna.png,Ben_1peach.png,Cindy_3peanuts.png,Dave.png,Anna.png,Ben_1peach.png,Cindy_1peanut.png,Dave.png,B9_1.mp3,B9_2.mp3,B9_3.mp3,B9_4.mp3,B9_S5.mp3,B9_S6.mp3,three_peanuts.mp3,9,B,2
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3teacups.png,Ben_3teacups.png,Cindy.png,Dave.png,Anna_3teacups.png,Ben_3teacups.png,Cindy_3tshirts.png,Dave_3tshirts.png,Anna.png,Ben_3teacups.png,Cindy_3tshirts.png,Dave_3tshirts.png,Anna.png,Ben_1teacup.png,Cindy_3tshirts.png,Dave_3tshirts.png,Anna.png,Ben_1teacup.png,Cindy_3tshirts.png,Dave.png,Anna.png,Ben_1teacup.png,Cindy_1tshirt.png,Dave.png,A10_1.mp3,A10_2.mp3,A10_3.mp3,A10_4.mp3,A10_S5.mp3,A10_S6.mp3,two_teacups.mp3,10,A,1
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3teacups.png,Ben_3teacups.png,Cindy.png,Dave.png,Anna_3teacups.png,Ben_3teacups.png,Cindy_3tshirts.png,Dave_3tshirts.png,Anna.png,Ben_3teacups.png,Cindy_3tshirts.png,Dave_3tshirts.png,Anna.png,Ben_1teacup.png,Cindy_3tshirts.png,Dave_3tshirts.png,Anna.png,Ben_1teacup.png,Cindy_3tshirts.png,Dave.png,Anna.png,Ben_1teacup.png,Cindy_1tshirt.png,Dave.png,A10_1.mp3,A10_2.mp3,A10_3.mp3,A10_4.mp3,A10_S5.mp3,A10_S6.mp3,some_teacups.mp3,10,A,2
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3teacups.png,Ben_3teacups.png,Cindy.png,Dave.png,Anna_3teacups.png,Ben_3teacups.png,Cindy_3tshirts.png,Dave_3tshirts.png,Anna_3teacups.png,Ben.png,Cindy_3tshirts.png,Dave_3tshirts.png,Anna_1teacup.png,Ben.png,Cindy_3tshirts.png,Dave_3tshirts.png,Anna_1teacup.png,Ben.png,Cindy.png,Dave_3tshirts.png,Anna_1teacup.png,Ben.png,Cindy.png,Dave_1tshirt.png,B10_1.mp3,B10_2.mp3,B10_3.mp3,B10_4.mp3,B10_S5.mp3,B10_S6.mp3,three_teacups.mp3,10,B,1
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3teacups.png,Ben_3teacups.png,Cindy.png,Dave.png,Anna_3teacups.png,Ben_3teacups.png,Cindy_3tshirts.png,Dave_3tshirts.png,Anna_3teacups.png,Ben.png,Cindy_3tshirts.png,Dave_3tshirts.png,Anna_1teacup.png,Ben.png,Cindy_3tshirts.png,Dave_3tshirts.png,Anna_1teacup.png,Ben.png,Cindy.png,Dave_3tshirts.png,Anna_1teacup.png,Ben.png,Cindy.png,Dave_1tshirt.png,B10_1.mp3,B10_2.mp3,B10_3.mp3,B10_4.mp3,B10_S5.mp3,B10_S6.mp3,all_teacups.mp3,10,B,2
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3waffles.png,Ben_3waffles.png,Cindy.png,Dave.png,Anna_3waffles.png,Ben_3waffles.png,Cindy_3walnuts.png,Dave_3walnuts.png,Anna_3waffles.png,Ben.png,Cindy_3walnuts.png,Dave_3walnuts.png,Anna_1waffle.png,Ben.png,Cindy_3walnuts.png,Dave_3walnuts.png,Anna_1waffle.png,Ben.png,Cindy.png,Dave_3walnuts.png,Anna_1waffle.png,Ben.png,Cindy.png,Dave_1walnut.png,A11_1.mp3,A11_2.mp3,A11_3.mp3,A11_4.mp3,A11_S5.mp3,A11_S6.mp3,three_waffles.mp3,11,A,1
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3waffles.png,Ben_3waffles.png,Cindy.png,Dave.png,Anna_3waffles.png,Ben_3waffles.png,Cindy_3walnuts.png,Dave_3walnuts.png,Anna_3waffles.png,Ben.png,Cindy_3walnuts.png,Dave_3walnuts.png,Anna_1waffle.png,Ben.png,Cindy_3walnuts.png,Dave_3walnuts.png,Anna_1waffle.png,Ben.png,Cindy.png,Dave_3walnuts.png,Anna_1waffle.png,Ben.png,Cindy.png,Dave_1walnut.png,A11_1.mp3,A11_2.mp3,A11_3.mp3,A11_4.mp3,A11_S5.mp3,A11_S6.mp3,all_waffles.mp3,11,A,2
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3waffles.png,Ben_3waffles.png,Cindy.png,Dave.png,Anna_3waffles.png,Ben_3waffles.png,Cindy_3walnuts.png,Dave_3walnuts.png,Anna.png,Ben_3waffles.png,Cindy_3walnuts.png,Dave_3walnuts.png,Anna.png,Ben_1waffle.png,Cindy_3walnuts.png,Dave_3walnuts.png,Anna.png,Ben_1waffle.png,Cindy_3walnuts.png,Dave.png,Anna.png,Ben_1waffle.png,Cindy_1walnut.png,Dave.png,B11_1.mp3,B11_2.mp3,B11_3.mp3,B11_4.mp3,B11_S5.mp3,B11_S6.mp3,two_waffles.mp3,11,B,1
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3waffles.png,Ben_3waffles.png,Cindy.png,Dave.png,Anna_3waffles.png,Ben_3waffles.png,Cindy_3walnuts.png,Dave_3walnuts.png,Anna.png,Ben_3waffles.png,Cindy_3walnuts.png,Dave_3walnuts.png,Anna.png,Ben_1waffle.png,Cindy_3walnuts.png,Dave_3walnuts.png,Anna.png,Ben_1waffle.png,Cindy_3walnuts.png,Dave.png,Anna.png,Ben_1waffle.png,Cindy_1walnut.png,Dave.png,B11_1.mp3,B11_2.mp3,B11_3.mp3,B11_4.mp3,B11_S5.mp3,B11_S6.mp3,some_waffles.mp3,11,B,2
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3pigs.png,Ben_3pigs.png,Cindy.png,Dave.png,Anna_3pigs.png,Ben_3pigs.png,Cindy_3pigeons.png,Dave_3pigeons.png,Anna_3pigs.png,Ben.png,Cindy_3pigeons.png,Dave_3pigeons.png,Anna_1pig.png,Ben.png,Cindy_3pigeons.png,Dave_3pigeons.png,Anna_1pig.png,Ben.png,Cindy_png,Dave_3pigeons.png,Anna_1pig.png,Ben.png,Cindy_png,Dave_1pigeon.png,A12_1.mp3,A12_2.mp3,A12_3.mp3,A12_4.mp3,A12_S5.mp3,A12_S6.mp3,all_pigeons.mp3,12,A,1
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3pigs.png,Ben_3pigs.png,Cindy.png,Dave.png,Anna_3pigs.png,Ben_3pigs.png,Cindy_3pigeons.png,Dave_3pigeons.png,Anna_3pigs.png,Ben.png,Cindy_3pigeons.png,Dave_3pigeons.png,Anna_1pig.png,Ben.png,Cindy_3pigeons.png,Dave_3pigeons.png,Anna_1pig.png,Ben.png,Cindy_png,Dave_3pigeons.png,Anna_1pig.png,Ben.png,Cindy_png,Dave_1pigeon.png,A12_1.mp3,A12_2.mp3,A12_3.mp3,A12_4.mp3,A12_S5.mp3,A12_S6.mp3,three_pigeons.mp3,12,A,2
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3pigs.png,Ben_3pigs.png,Cindy.png,Dave.png,Anna_3pigs.png,Ben_3pigs.png,Cindy_3pigeons.png,Dave_3pigeons.png,Anna.png,Ben_3pigs.png,Cindy_3pigeons.png,Dave_3pigeons.png,Anna.png,Ben_1pig.png,Cindy_3pigeons.png,Dave_3pigeons.png,Anna.png,Ben_1pig.png,Cindy_3pigeons.png,Dave.png,Anna.png,Ben_1pig.png,Cindy_1pigeon.png,Dave.png,B12_1.mp3,B12_2.mp3,B12_3.mp3,B12_4.mp3,B12_S5.mp3,B12_S6.mp3,some_pigeons.mp3,12,B,1
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3pigs.png,Ben_3pigs.png,Cindy.png,Dave.png,Anna_3pigs.png,Ben_3pigs.png,Cindy_3pigeons.png,Dave_3pigeons.png,Anna.png,Ben_3pigs.png,Cindy_3pigeons.png,Dave_3pigeons.png,Anna.png,Ben_1pig.png,Cindy_3pigeons.png,Dave_3pigeons.png,Anna.png,Ben_1pig.png,Cindy_3pigeons.png,Dave.png,Anna.png,Ben_1pig.png,Cindy_1pigeon.png,Dave.png,B12_1.mp3,B12_2.mp3,B12_3.mp3,B12_4.mp3,B12_S5.mp3,B12_S6.mp3,two_pigeons.mp3,12,B,2
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3grapes.png,Ben_3grapes.png,Cindy.png,Dave.png,Anna_3grapes.png,Ben_3grapes.png,Cindy_3grapefruits.png,Dave_3grapefruits.png,Anna.png,Ben_3grapes.png,Cindy_3grapefruits.png,Dave_3grapefruits.png,Anna.png,Ben_1grape.png,Cindy_3grapefruits.png,Dave_3grapefruits.png,Anna.png,Ben_1grape.png,Cindy_3grapefruits.png,Dave.png,Anna.png,Ben_1grape.png,Cindy_1grapefruit.png,Dave.png,A13_1.mp3,A13_2.mp3,A13_3.mp3,A13_4.mp3,A13_S5.mp3,A13_S6.mp3,three_grapefruits.mp3,13,A,1
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3grapes.png,Ben_3grapes.png,Cindy.png,Dave.png,Anna_3grapes.png,Ben_3grapes.png,Cindy_3grapefruits.png,Dave_3grapefruits.png,Anna.png,Ben_3grapes.png,Cindy_3grapefruits.png,Dave_3grapefruits.png,Anna.png,Ben_1grape.png,Cindy_3grapefruits.png,Dave_3grapefruits.png,Anna.png,Ben_1grape.png,Cindy_3grapefruits.png,Dave.png,Anna.png,Ben_1grape.png,Cindy_1grapefruit.png,Dave.png,A13_1.mp3,A13_2.mp3,A13_3.mp3,A13_4.mp3,A13_S5.mp3,A13_S6.mp3,all_grapefruits.mp3,13,A,2
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3grapes.png,Ben_3grapes.png,Cindy.png,Dave.png,Anna_3grapes.png,Ben_3grapes.png,Cindy_3grapefruits.png,Dave_3grapefruits.png,Anna_3grapes.png,Ben.png,Cindy_3grapefruits.png,Dave_3grapefruits.png,Anna_1grape.png,Ben.png,Cindy_3grapefruits.png,Dave_3grapefruits.png,Anna_1grape.png,Ben.png,Cindy_png,Dave_3grapefruits.png,Anna_1grape.png,Ben.png,Cindy_png,Dave_1grapefruit.png,B13_1.mp3,B13_2.mp3,B13_3.mp3,B13_4.mp3,B13_S5.mp3,B13_S6.mp3,two_grapefruits.mp3,13,B,1
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3grapes.png,Ben_3grapes.png,Cindy.png,Dave.png,Anna_3grapes.png,Ben_3grapes.png,Cindy_3grapefruits.png,Dave_3grapefruits.png,Anna_3grapes.png,Ben.png,Cindy_3grapefruits.png,Dave_3grapefruits.png,Anna_1grape.png,Ben.png,Cindy_3grapefruits.png,Dave_3grapefruits.png,Anna_1grape.png,Ben.png,Cindy_png,Dave_3grapefruits.png,Anna_1grape.png,Ben.png,Cindy_png,Dave_1grapefruit.png,B13_1.mp3,B13_2.mp3,B13_3.mp3,B13_4.mp3,B13_S5.mp3,B13_S6.mp3,some_grapefruits.mp3,13,B,2
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3muffins.png,Ben_3muffins.png,Cindy.png,Dave.png,Anna_3muffins.png,Ben_3muffins.png,Cindy_3mushrooms.png,Dave_3mushrooms.png,Anna.png,Ben_3muffins.png,Cindy_3mushrooms.png,Dave_3mushrooms.png,Anna.png,Ben_1muffin.png,Cindy_3mushrooms.png,Dave_3mushrooms.png,Anna.png,Ben_1muffin.png,Cindy_3mushrooms.png,Dave.png,Anna.png,Ben_1muffin.png,Cindy_1mushroom.png,Dave.png,A14_1.mp3,A14_2.mp3,A14_3.mp3,A14_4.mp3,A14_S5.mp3,A14_S6.mp3,some_mushrooms.mp3,14,A,1
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3muffins.png,Ben_3muffins.png,Cindy.png,Dave.png,Anna_3muffins.png,Ben_3muffins.png,Cindy_3mushrooms.png,Dave_3mushrooms.png,Anna.png,Ben_3muffins.png,Cindy_3mushrooms.png,Dave_3mushrooms.png,Anna.png,Ben_1muffin.png,Cindy_3mushrooms.png,Dave_3mushrooms.png,Anna.png,Ben_1muffin.png,Cindy_3mushrooms.png,Dave.png,Anna.png,Ben_1muffin.png,Cindy_1mushroom.png,Dave.png,A14_1.mp3,A14_2.mp3,A14_3.mp3,A14_4.mp3,A14_S5.mp3,A14_S6.mp3,two_mushrooms.mp3,14,A,2
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3muffins.png,Ben_3muffins.png,Cindy.png,Dave.png,Anna_3muffins.png,Ben_3muffins.png,Cindy_3mushrooms.png,Dave_3mushrooms.png,Anna_3muffins.png,Ben.png,Cindy_3mushrooms.png,Dave_3mushrooms.png,Anna_1muffin.png,Ben.png,Cindy_3mushrooms.png,Dave_3mushrooms.png,Anna_1muffin.png,Ben.png,Cindy.png,Dave_3mushrooms.png,Anna_1muffin.png,Ben.png,Cindy.png,Dave_1mushroom.png,B14_1.mp3,B14_2.mp3,B14_3.mp3,B14_4.mp3,B14_S5.mp3,B14_S6.mp3,all_mushrooms.mp3,14,B,1
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3muffins.png,Ben_3muffins.png,Cindy.png,Dave.png,Anna_3muffins.png,Ben_3muffins.png,Cindy_3mushrooms.png,Dave_3mushrooms.png,Anna_3muffins.png,Ben.png,Cindy_3mushrooms.png,Dave_3mushrooms.png,Anna_1muffin.png,Ben.png,Cindy_3mushrooms.png,Dave_3mushrooms.png,Anna_1muffin.png,Ben.png,Cindy.png,Dave_3mushrooms.png,Anna_1muffin.png,Ben.png,Cindy.png,Dave_1mushroom.png,B14_1.mp3,B14_2.mp3,B14_3.mp3,B14_4.mp3,B14_S5.mp3,B14_S6.mp3,three_mushrooms.mp3,14,B,2
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3turkeys.png,Ben_3turkeys.png,Cindy.png,Dave.png,Anna_3turkeys.png,Ben_3turkeys.png,Cindy_3turtles.png,Dave_3turtles.png,Anna.png,Ben_3turkeys.png,Cindy_3turtles.png,Dave_3turtles.png,Anna.png,Ben_1turkey.png,Cindy_3turtles.png,Dave_3turtles.png,Anna.png,Ben_1turkey.png,Cindy_3turtles.png,Dave.png,Anna.png,Ben_1turkey.png,Cindy_1turtle.png,Dave.png,A15_1.mp3,A15_2.mp3,A15_3.mp3,A15_4.mp3,A15_S5.mp3,A15_S6.mp3,two_turkeys.mp3,15,A,1
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3turkeys.png,Ben_3turkeys.png,Cindy.png,Dave.png,Anna_3turkeys.png,Ben_3turkeys.png,Cindy_3turtles.png,Dave_3turtles.png,Anna.png,Ben_3turkeys.png,Cindy_3turtles.png,Dave_3turtles.png,Anna.png,Ben_1turkey.png,Cindy_3turtles.png,Dave_3turtles.png,Anna.png,Ben_1turkey.png,Cindy_3turtles.png,Dave.png,Anna.png,Ben_1turkey.png,Cindy_1turtle.png,Dave.png,A15_1.mp3,A15_2.mp3,A15_3.mp3,A15_4.mp3,A15_S5.mp3,A15_S6.mp3,some_turkeys.mp3,15,A,2
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3turkeys.png,Ben_3turkeys.png,Cindy.png,Dave.png,Anna_3turkeys.png,Ben_3turkeys.png,Cindy_3turtles.png,Dave_3turtles.png,Anna_3turkeys.png,Ben.png,Cindy_3turtles.png,Dave_3turtles.png,Anna_1turkey.png,Ben.png,Cindy_3turtles.png,Dave_3turtles.png,Anna_1turkey.png,Ben.png,Cindy.png,Dave_3turtles.png,Anna_1turkey.png,Ben.png,Cindy.png,Dave_1turtle.png,B15_1.mp3,B15_2.mp3,B15_3.mp3,B15_4.mp3,B15_S5.mp3,B15_S6.mp3,three_turkeys.mp3,15,B,1
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3turkeys.png,Ben_3turkeys.png,Cindy.png,Dave.png,Anna_3turkeys.png,Ben_3turkeys.png,Cindy_3turtles.png,Dave_3turtles.png,Anna_3turkeys.png,Ben.png,Cindy_3turtles.png,Dave_3turtles.png,Anna_1turkey.png,Ben.png,Cindy_3turtles.png,Dave_3turtles.png,Anna_1turkey.png,Ben.png,Cindy.png,Dave_3turtles.png,Anna_1turkey.png,Ben.png,Cindy.png,Dave_1turtle.png,B15_1.mp3,B15_2.mp3,B15_3.mp3,B15_4.mp3,B15_S5.mp3,B15_S6.mp3,all_turkeys.mp3,15,B,2
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3bunnies.png,Ben_3bunnies.png,Cindy.png,Dave.png,Anna_3bunnies.png,Ben_3bunnies.png,Cindy_3balloons.png,Dave_3balloons.png,Anna_3bunnies.png,Ben.png,Cindy_3balloons.png,Dave_3balloons.png,Anna_1bunny.png,Ben.png,Cindy_3balloons.png,Dave_3balloons.png,Anna_1bunny.png,Ben.png,Cindy.png,Dave_3balloons.png,Anna_1bunny.png,Ben.png,Cindy.png,Dave_1balloon.png,A16_1.mp3,A16_2.mp3,A16_3.mp3,A16_4.mp3,A16_S5.mp3,A16_S6.mp3,some_bunnies.mp3,16,A,1
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3bunnies.png,Ben_3bunnies.png,Cindy.png,Dave.png,Anna_3bunnies.png,Ben_3bunnies.png,Cindy_3balloons.png,Dave_3balloons.png,Anna_3bunnies.png,Ben.png,Cindy_3balloons.png,Dave_3balloons.png,Anna_1bunny.png,Ben.png,Cindy_3balloons.png,Dave_3balloons.png,Anna_1bunny.png,Ben.png,Cindy.png,Dave_3balloons.png,Anna_1bunny.png,Ben.png,Cindy.png,Dave_1balloon.png,A16_1.mp3,A16_2.mp3,A16_3.mp3,A16_4.mp3,A16_S5.mp3,A16_S6.mp3,two_bunnies.mp3,16,A,2
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3bunnies.png,Ben_3bunnies.png,Cindy.png,Dave.png,Anna_3bunnies.png,Ben_3bunnies.png,Cindy_3balloons.png,Dave_3balloons.png,Anna.png,Ben_3bunnies.png,Cindy_3balloons.png,Dave_3balloons.png,Anna.png,Ben_1bunny.png,Cindy_3balloons.png,Dave_3balloons.png,Anna.png,Ben_1bunny.png,Cindy_3balloons.png,Dave.png,Anna.png,Ben_1bunny.png,Cindy_1balloon.png,Dave.png,B16_1.mp3,B16_2.mp3,B16_3.mp3,B16_4.mp3,B16_S5.mp3,B16_S6.mp3,all_bunnies.mp3,16,B,1
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3bunnies.png,Ben_3bunnies.png,Cindy.png,Dave.png,Anna_3bunnies.png,Ben_3bunnies.png,Cindy_3balloons.png,Dave_3balloons.png,Anna.png,Ben_3bunnies.png,Cindy_3balloons.png,Dave_3balloons.png,Anna.png,Ben_1bunny.png,Cindy_3balloons.png,Dave_3balloons.png,Anna.png,Ben_1bunny.png,Cindy_3balloons.png,Dave.png,Anna.png,Ben_1bunny.png,Cindy_1balloon.png,Dave.png,B16_1.mp3,B16_2.mp3,B16_3.mp3,B16_4.mp3,B16_S5.mp3,B16_S6.mp3,three_bunnies.mp3,16,B,2
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3marbles.png,Ben_3marbles.png,Cindy.png,Dave.png,Anna_3marbles.png,Ben_3marbles.png,Cindy_3marshmallows.png,Dave_3marshmallows.png,Anna_3marbles.png,Ben.png,Cindy_3marshmallows.png,Dave_3marshmallows.png,Anna_1marble.png,Ben.png,Cindy_3marshmallows.png,Dave_3marshmallows.png,Anna_1marble.png,Ben.png,Cindy.png,Dave_3marshmallows.png,Anna_1marble.png,Ben.png,Cindy.png,Dave_1marshmallow.png,A17_1.mp3,A17_2.mp3,A17_3.mp3,A17_4.mp3,A17_S5.mp3,A17_S6.mp3,three_marbles.mp3,17,A,1
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3marbles.png,Ben_3marbles.png,Cindy.png,Dave.png,Anna_3marbles.png,Ben_3marbles.png,Cindy_3marshmallows.png,Dave_3marshmallows.png,Anna_3marbles.png,Ben.png,Cindy_3marshmallows.png,Dave_3marshmallows.png,Anna_1marble.png,Ben.png,Cindy_3marshmallows.png,Dave_3marshmallows.png,Anna_1marble.png,Ben.png,Cindy.png,Dave_3marshmallows.png,Anna_1marble.png,Ben.png,Cindy.png,Dave_1marshmallow.png,A17_1.mp3,A17_2.mp3,A17_3.mp3,A17_4.mp3,A17_S5.mp3,A17_S6.mp3,all_marbles.mp3,17,A,2
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3marbles.png,Ben_3marbles.png,Cindy.png,Dave.png,Anna_3marbles.png,Ben_3marbles.png,Cindy_3marshmallows.png,Dave_3marshmallows.png,Anna.png,Ben_3marbles.png,Cindy_3marshmallows.png,Dave_3marshmallows.png,Anna.png,Ben_1marble.png,Cindy_3marshmallows.png,Dave_3marshmallows.png,Anna.png,Ben_1marble.png,Cindy_3marshmallows.png,Dave.png,Anna.png,Ben_1marble.png,Cindy_1marshmallow.png,Dave.png,B17_1.mp3,B17_2.mp3,B17_3.mp3,B17_4.mp3,B17_S5.mp3,B17_S6.mp3,two_marbles.mp3,17,B,1
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3marbles.png,Ben_3marbles.png,Cindy.png,Dave.png,Anna_3marbles.png,Ben_3marbles.png,Cindy_3marshmallows.png,Dave_3marshmallows.png,Anna.png,Ben_3marbles.png,Cindy_3marshmallows.png,Dave_3marshmallows.png,Anna.png,Ben_1marble.png,Cindy_3marshmallows.png,Dave_3marshmallows.png,Anna.png,Ben_1marble.png,Cindy_3marshmallows.png,Dave.png,Anna.png,Ben_1marble.png,Cindy_1marshmallow.png,Dave.png,B17_1.mp3,B17_2.mp3,B17_3.mp3,B17_4.mp3,B17_S5.mp3,B17_S6.mp3,some_marbles.mp3,17,B,2
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3snails.png,Ben_3snails.png,Cindy.png,Dave.png,Anna_3snails.png,Ben_3snails.png,Cindy_3snakes.png,Dave_3snakes.png,Anna.png,Ben_3snails.png,Cindy_3snakes.png,Dave_3snakes.png,Anna.png,Ben_1snail.png,Cindy_3snakes.png,Dave_3snakes.png,Anna.png,Ben_1snail.png,Cindy_3snakes.png,Dave.png,Anna.png,Ben_1snail.png,Cindy_1snake.png,Dave.png,A18_1.mp3,A18_2.mp3,A18_3.mp3,A18_4.mp3,A18_S5.mp3,A18_S6.mp3,all_snails.mp3,18,A,1
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3snails.png,Ben_3snails.png,Cindy.png,Dave.png,Anna_3snails.png,Ben_3snails.png,Cindy_3snakes.png,Dave_3snakes.png,Anna.png,Ben_3snails.png,Cindy_3snakes.png,Dave_3snakes.png,Anna.png,Ben_1snail.png,Cindy_3snakes.png,Dave_3snakes.png,Anna.png,Ben_1snail.png,Cindy_3snakes.png,Dave.png,Anna.png,Ben_1snail.png,Cindy_1snake.png,Dave.png,A18_1.mp3,A18_2.mp3,A18_3.mp3,A18_4.mp3,A18_S5.mp3,A18_S6.mp3,three_snails.mp3,18,A,2
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3snails.png,Ben_3snails.png,Cindy.png,Dave.png,Anna_3snails.png,Ben_3snails.png,Cindy_3snakes.png,Dave_3snakes.png,Anna_3snails.png,Ben.png,Cindy_3snakes.png,Dave_3snakes.png,Anna_1snail.png,Ben.png,Cindy_3snakes.png,Dave_3snakes.png,Anna_1snail.png,Ben.png,Cindy.png,Dave_3snakes.png,Anna_1snail.png,Ben.png,Cindy.png,Dave_1snake.png,B18_1.mp3,B18_2.mp3,B18_3.mp3,B18_4.mp3,B18_S5.mp3,B18_S6.mp3,some_snails.mp3,18,B,1
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3snails.png,Ben_3snails.png,Cindy.png,Dave.png,Anna_3snails.png,Ben_3snails.png,Cindy_3snakes.png,Dave_3snakes.png,Anna_3snails.png,Ben.png,Cindy_3snakes.png,Dave_3snakes.png,Anna_1snail.png,Ben.png,Cindy_3snakes.png,Dave_3snakes.png,Anna_1snail.png,Ben.png,Cindy.png,Dave_3snakes.png,Anna_1snail.png,Ben.png,Cindy.png,Dave_1snake.png,B18_1.mp3,B18_2.mp3,B18_3.mp3,B18_4.mp3,B18_S5.mp3,B18_S6.mp3,two_snails.mp3,18,B,2
Anna.png,Ben.png,Cindy.png,Dave.png,Anna_3cheesecakes.png,Ben_3cheesecakes.png,Cindy.png,Dave.png,Anna_3cheesecakes.png,Ben_3cheesecakes.png,Cindy_3cheeseburgers.png,Dave_3cheeseburgers.png,Anna.png,Ben_3cheesecakes.png,Cindy_3cheeseburgers.png,Dave_3cheeseburgers.png,Anna.png,Ben_1cheesecake.png,Cindy_3cheeseburgers.png,Dave_3cheeseburgers.png,Anna.png,Ben_1cheesecake.png,Cindy_3cheeseburgers.png,Dave.png,Anna.png,Ben_1cheesecake.png,Cindy_1cheeseburger.png,Dave.png,A19_1.mp3,A19_2.mp3,A19_3.mp3,A19_4.mp3,A19_S5.mp3,A19_S6.mp3,two_cheeseburgers.mp3,19,A,1
